1100	99.48831177
1099.5	99.48519897
1099	99.51387787
1098.5	99.50313568
1098	99.48384857
1097.5	99.51097107
1097	99.48455811
1096.5	99.4990387
1096	99.49691772
1095.5	99.50143433
1095	99.50205994
1094.5	99.49538422
1094	99.49751282
1093.5	99.4936676
1093	99.51568604
1092.5	99.50115967
1092	99.51203156
1091.5	99.51753998
1091	99.50807953
1090.5	99.5037384
1090	99.52164459
1089.5	99.50273132
1089	99.52220154
1088.5	99.52097321
1088	99.53582001
1087.5	99.54317474
1087	99.53587341
1086.5	99.55077362
1086	99.55232239
1085.5	99.55900574
1085	99.55636597
1084.5	99.56942749
1084	99.57168579
1083.5	99.57611084
1083	99.57875824
1082.5	99.58982849
1082	99.5900116
1081.5	99.59354401
1081	99.59365845
1080.5	99.6036911
1080	99.59873199
1079.5	99.6140976
1079	99.61300659
1078.5	99.61048126
1078	99.62013245
1077.5	99.63277435
1077	99.63024902
1076.5	99.65176392
1076	99.63627625
1075.5	99.63728333
1075	99.65522766
1074.5	99.64208984
1074	99.64309692
1073.5	99.66378021
1073	99.65330505
1072.5	99.65690613
1072	99.66294098
1071.5	99.66891479
1071	99.66830444
1070.5	99.6714325
1070	99.67591858
1069.5	99.67923737
1069	99.67292023
1068.5	99.68473053
1068	99.67797089
1067.5	99.67816162
1067	99.68283081
1066.5	99.6781311
1066	99.67781067
1065.5	99.69078064
1065	99.67982483
1064.5	99.67760468
1064	99.70140076
1063.5	99.67983246
1063	99.68304443
1062.5	99.70298004
1062	99.6950531
1061.5	99.69768524
1061	99.69615936
1060.5	99.67958069
1060	99.6828537
1059.5	99.69733429
1059	99.69012451
1058.5	99.68203735
1058	99.6914444
1057.5	99.69615936
1057	99.67887878
1056.5	99.68219757
1056	99.6911087
1055.5	99.68617249
1055	99.68984985
1054.5	99.70085144
1054	99.68579865
1053.5	99.69274139
1053	99.69911194
1052.5	99.68672943
1052	99.68922424
1051.5	99.69895935
1051	99.68791962
1050.5	99.70102692
1050	99.69502258
1049.5	99.69841003
1049	99.69132233
1048.5	99.69419098
1048	99.70887756
1047.5	99.70655823
1047	99.70241547
1046.5	99.6999054
1046	99.709198
1045.5	99.69458008
1045	99.71562958
1044.5	99.70353699
1044	99.70664978
1043.5	99.70985413
1043	99.70609283
1042.5	99.7173996
1042	99.70826721
1041.5	99.71630096
1041	99.70897675
1040.5	99.71260071
1040	99.71047211
1039.5	99.72077942
1039	99.71483612
1038.5	99.70420837
1038	99.71546936
1037.5	99.7059021
1037	99.70805359
1036.5	99.71284485
1036	99.71034241
1035.5	99.70915222
1035	99.70860291
1034.5	99.71723938
1034	99.70572662
1033.5	99.71808624
1033	99.6962204
1032.5	99.70366669
1032	99.7087326
1031.5	99.69822693
1031	99.71434784
1030.5	99.70011902
1030	99.70791626
1029.5	99.71151733
1029	99.70276642
1028.5	99.70436096
1028	99.6990509
1027.5	99.70319366
1027	99.70687866
1026.5	99.70159912
1026	99.6996994
1025.5	99.70307922
1025	99.71227264
1024.5	99.70388794
1024	99.70276642
1023.5	99.70090485
1023	99.69995117
1022.5	99.68755341
1022	99.70278168
1021.5	99.70483398
1021	99.69031525
1020.5	99.70105743
1020	99.70380402
1019.5	99.70333862
1019	99.70592499
1018.5	99.71101379
1018	99.72003937
1017.5	99.71901703
1017	99.71815491
1016.5	99.72153473
1016	99.73175812
1015.5	99.72492981
1015	99.72761536
1014.5	99.72403717
1014	99.72792053
1013.5	99.73651123
1013	99.72888184
1012.5	99.74177551
1012	99.73812866
1011.5	99.73987579
1011	99.73996735
1010.5	99.7407074
1010	99.75605774
1009.5	99.75006866
1009	99.75048065
1008.5	99.75533295
1008	99.74584961
1007.5	99.75029755
1007	99.74903107
1006.5	99.75356293
1006	99.76527405
1005.5	99.74549866
1005	99.75125122
1004.5	99.73946381
1004	99.74558258
1003.5	99.73523712
1003	99.73828888
1002.5	99.73904419
1002	99.72335815
1001.5	99.72693634
1001	99.72432709
1000.5	99.71891785
1000	99.70776367
999.5	99.70870972
999	99.69685364
998.5	99.70459747
998	99.70042419
997.5	99.68688202
997	99.68145752
996.5	99.66942596
996	99.66562653
995.5	99.66021729
995	99.6414566
994.5	99.62780762
994	99.61734772
993.5	99.62677765
993	99.60697937
992.5	99.60445404
992	99.59323883
991.5	99.586586
991	99.57843018
990.5	99.56549072
990	99.55667114
989.5	99.55407715
989	99.53604126
988.5	99.54718018
988	99.53020477
987.5	99.52391815
987	99.5200119
986.5	99.52332306
986	99.51418304
985.5	99.50756836
985	99.50173187
984.5	99.50180054
984	99.51434326
983.5	99.49884796
983	99.49556732
982.5	99.49728394
982	99.50309753
981.5	99.50418091
981	99.50279236
980.5	99.49842072
980	99.50315094
979.5	99.50587463
979	99.50636292
978.5	99.50948334
978	99.50147247
977.5	99.5042038
977	99.51927948
976.5	99.51570129
976	99.51602936
975.5	99.52385712
975	99.52425385
974.5	99.52427673
974	99.53409576
973.5	99.54107666
973	99.5462265
972.5	99.54193878
972	99.55001831
971.5	99.545578
971	99.54634094
970.5	99.55173492
970	99.54114532
969.5	99.55578613
969	99.55799866
968.5	99.54889679
968	99.5520401
967.5	99.54428864
967	99.54360962
966.5	99.55815125
966	99.54928589
965.5	99.53896332
965	99.54138184
964.5	99.52694702
964	99.53113556
963.5	99.53426361
963	99.52363586
962.5	99.51887512
962	99.51306152
961.5	99.49840546
961	99.49342346
960.5	99.48652649
960	99.48451996
959.5	99.47457886
959	99.45817566
958.5	99.4524231
958	99.45025635
957.5	99.45761108
957	99.44441223
956.5	99.42914581
956	99.41940308
955.5	99.41348267
955	99.3957901
954.5	99.39970398
954	99.38391113
953.5	99.37745667
953	99.37332153
952.5	99.36532593
952	99.3602066
951.5	99.35826111
951	99.34857178
950.5	99.34456635
950	99.34234619
949.5	99.33023071
949	99.33046722
948.5	99.33200073
948	99.32411194
947.5	99.32614899
947	99.31749725
946.5	99.31854248
946	99.32020569
945.5	99.32215118
945	99.33913422
944.5	99.34059143
944	99.33492279
943.5	99.33628082
943	99.34598541
942.5	99.34191132
942	99.3525238
941.5	99.36358643
941	99.37423706
940.5	99.3874588
940	99.39953613
939.5	99.4102478
939	99.42653656
938.5	99.43410492
938	99.44979858
937.5	99.46659851
937	99.47124481
936.5	99.49177551
936	99.50072479
935.5	99.51084137
935	99.52519226
934.5	99.52301025
934	99.54711151
933.5	99.54486847
933	99.53720856
932.5	99.54470062
932	99.55353546
931.5	99.5544281
931	99.56160736
930.5	99.55447388
930	99.56694794
929.5	99.56797028
929	99.57017517
928.5	99.58415985
928	99.58004761
927.5	99.58506012
927	99.59410095
926.5	99.59776306
926	99.60062408
925.5	99.60990906
925	99.6047287
924.5	99.62063599
924	99.62985229
923.5	99.62898254
923	99.64030457
922.5	99.64328766
922	99.64842224
921.5	99.65857697
921	99.65169525
920.5	99.66053009
920	99.6677475
919.5	99.66863251
919	99.67208862
918.5	99.66869354
918	99.65848541
917.5	99.6628952
917	99.65868378
916.5	99.64577484
916	99.64484406
915.5	99.62952423
915	99.61827087
914.5	99.60443878
914	99.58444977
913.5	99.57078552
913	99.54968262
912.5	99.52231598
912	99.50004578
911.5	99.47369385
911	99.44233704
910.5	99.41756439
910	99.37919617
909.5	99.34572601
909	99.3142395
908.5	99.27403259
908	99.22940063
907.5	99.19206238
907	99.15539551
906.5	99.11595917
906	99.07485199
905.5	99.03791809
905	99.00469208
904.5	98.96534729
904	98.9272995
903.5	98.8964386
903	98.85864258
902.5	98.83296204
902	98.80761719
901.5	98.78768158
901	98.76845551
900.5	98.75423431
900	98.74042511
899.5	98.69000244
899	98.77758789
898.5	98.6891098
898	99.04076385
897.5	98.58110046
897	98.54151154
896.5	98.78683472
896	98.58476257
895.5	98.89633179
895	98.61968994
894.5	98.8775177
894	98.85379791
893.5	98.97426605
893	98.8197937
892.5	99.01319122
892	99.06053925
891.5	99.03861237
891	99.13103485
890.5	99.03173828
890	99.3787384
889.5	99.22478485
