# X-Filed  Y-Field    Wavelength  X-Coord Y-Coord     Rays-thru
# (min)    (min)      (micron)    (mm)         (mm)           %
-2.08   -0.75   0.48820     39.27342        55.83322        97.48
-2.08   -0.75   0.49090     39.28716        57.95703        97.16
-2.08   -0.75   0.49360     39.30140        60.08520        97.16
-2.08   -0.75   0.49630     39.31613        62.21781        96.53
-2.08   -0.75   0.49900     39.33135        64.35495        96.53
-2.08   -0.75   0.50170     39.34705        66.49671        95.90
-2.08   -0.75   0.50440     39.36324        68.64316        95.27
-2.08   -0.75   0.50710     39.37990        70.79439        95.27
-2.08   -0.75   0.50980     39.39705        72.95051        94.95
-2.08   -0.75   0.51250     39.41466        75.11156        94.95
-2.08   -0.75   0.51520     39.43276        77.27767        94.01
-2.08   -0.75   0.51790     39.45131        79.44887        93.69
-2.08   -0.75   0.52060     39.47033        81.62528        92.43
-2.08   -0.75   0.52330     39.48980        83.80695        91.80
-2.08   -0.75   0.52600     39.50973        85.99398        91.80
-2.08   -0.75   0.52870     39.53009        88.18641        91.48
-2.08   -0.75   0.53140     39.55090        90.38434        90.85
-2.08   -0.75   0.53410     39.57214        92.58783        90.54
-2.08   -0.75   0.53680     39.59379        94.79693        90.22
-2.08   -0.75   0.53950     39.61586        97.01175        89.91
-2.08   -0.75   0.54220     39.63834        99.23230        88.96
-2.08   -0.75   0.54490     39.66121        101.45869       88.01
-2.08   -0.75   0.54760     39.68447        103.69094       86.44
-2.08   -0.75   0.55030     39.70809        105.92909       85.80
-2.08   -0.75   0.55300     39.73208        108.17319       85.17
-2.08   -0.75   0.55570     39.75642        110.42324       84.86
-2.08   -0.75   0.55840     39.78105        112.67932       83.91
-1.04   -0.75   0.31000     19.71872        -79.32557       96.21
-1.04   -0.75   0.31270     19.70951        -77.30752       97.16
-1.04   -0.75   0.31540     19.70054        -75.29039       97.16
-1.04   -0.75   0.31810     19.69180        -73.27410       97.48
-1.04   -0.75   0.32080     19.68331        -71.25860       97.79
-1.04   -0.75   0.32350     19.67505        -69.24380       98.11
-1.04   -0.75   0.32620     19.66702        -67.22965       98.11
-1.04   -0.75   0.32890     19.65923        -65.21608       98.42
-1.04   -0.75   0.33160     19.65168        -63.20302       98.74
-1.04   -0.75   0.33430     19.64437        -61.19040       99.05
-1.04   -0.75   0.33700     19.63729        -59.17817       99.05
-1.04   -0.75   0.33970     19.63045        -57.16622       99.37
-1.04   -0.75   0.34240     19.62385        -55.15452       99.68
-1.04   -0.75   0.34510     19.61748        -53.14298       100.00
-1.04   -0.75   0.34780     19.61136        -51.13153       100.00
-1.04   -0.75   0.35050     19.60547        -49.12011       100.00
-1.04   -0.75   0.35320     19.59982        -47.10863       100.00
-1.04   -0.75   0.35590     19.59440        -45.09702       100.00
-1.04   -0.75   0.35860     19.58922        -43.08522       100.00
-1.04   -0.75   0.36130     19.58428        -41.07315       100.00
-1.04   -0.75   0.36400     19.57957        -39.06073       100.00
-1.04   -0.75   0.36670     19.57510        -37.04790       100.00
-1.04   -0.75   0.36940     19.57087        -35.03459       100.00
-1.04   -0.75   0.37210     19.56688        -33.02070       100.00
-1.04   -0.75   0.37480     19.56314        -31.00618       100.00
-1.04   -0.75   0.37750     19.55963        -28.99095       100.00
-1.04   -0.75   0.38020     19.55636        -26.97492       100.00
-1.04   -0.75   0.38290     19.55334        -24.95803       100.00
-1.04   -0.75   0.38560     19.55055        -22.94020       100.00
-1.04   -0.75   0.38830     19.54801        -20.92134       100.00
-1.04   -0.75   0.39100     19.54571        -18.90139       100.00
-1.04   -0.75   0.39370     19.54366        -16.88025       100.00
-1.04   -0.75   0.39640     19.54185        -14.85786       100.00
-1.04   -0.75   0.39910     19.54028        -12.83413       100.00
-1.04   -0.75   0.40180     19.53896        -10.80899       100.00
-1.04   -0.75   0.40450     19.53789        -8.78235        100.00
-1.04   -0.75   0.40720     19.53706        -6.75413        100.00
-1.04   -0.75   0.40990     19.53647        -4.72425        100.00
-1.04   -0.75   0.41260     19.53614        -2.69264        100.00
-1.04   -0.75   0.41530     19.53604        -0.65919        100.00
-1.04   -0.75   0.41800     19.53620        1.37615     100.00
-1.04   -0.75   0.42070     19.53660        3.41349     100.00
-1.04   -0.75   0.42340     19.53725        5.45289     100.00
-1.04   -0.75   0.42610     19.53815        7.49446     100.00
-1.04   -0.75   0.42880     19.53930        9.53826     100.00
-1.04   -0.75   0.43150     19.54070        11.58438        100.00
-1.04   -0.75   0.43420     19.54234        13.63292        100.00
-1.04   -0.75   0.43690     19.54424        15.68395        100.00
-1.04   -0.75   0.43960     19.54638        17.73756        100.00
-1.04   -0.75   0.44230     19.54877        19.79384        100.00
-1.04   -0.75   0.44500     19.55142        21.85287        100.00
-1.04   -0.75   0.44770     19.55431        23.91474        100.00
-1.04   -0.75   0.45040     19.55746        25.97954        100.00
-1.04   -0.75   0.45310     19.56085        28.04735        100.00
-1.04   -0.75   0.45580     19.56449        30.11826        100.00
-1.04   -0.75   0.45850     19.56839        32.19236        100.00
-1.04   -0.75   0.46120     19.57253        34.26974        100.00
-1.04   -0.75   0.46390     19.57693        36.35048        100.00
-1.04   -0.75   0.46660     19.58158        38.43468        100.00
-1.04   -0.75   0.46930     19.58647        40.52242        100.00
-1.04   -0.75   0.47200     19.59162        42.61380        100.00
-1.04   -0.75   0.47470     19.59702        44.70889        100.00
-1.04   -0.75   0.47740     19.60267        46.80779        100.00
-1.04   -0.75   0.48010     19.60854        48.91055        100.00
-1.04   -0.75   0.48280     19.61467        51.01731        99.68
-1.04   -0.75   0.48550     19.62106        53.12816        99.05
-1.04   -0.75   0.48820     19.62767        55.24312        99.05
-1.04   -0.75   0.49090     19.63455        57.36237        98.74
-1.04   -0.75   0.49360     19.64167        59.48595        98.42
-1.04   -0.75   0.49630     19.64905        61.61397        98.42
-1.04   -0.75   0.49900     19.65667        63.74652        98.42
-1.04   -0.75   0.50170     19.66453        65.88367        98.11
-1.04   -0.75   0.50440     19.67265        68.02553        97.79
-1.04   -0.75   0.50710     19.68100        70.17216        97.48
-1.04   -0.75   0.50980     19.68961        72.32368        97.16
-1.04   -0.75   0.51250     19.69845        74.48015        97.16
-1.04   -0.75   0.51520     19.70753        76.64167        96.53
-1.04   -0.75   0.51790     19.71686        78.80832        95.90
-1.04   -0.75   0.52060     19.72642        80.98018        94.32
-1.04   -0.75   0.52330     19.73622        83.15733        94.01
-1.04   -0.75   0.52600     19.74626        85.33986        93.69
-1.04   -0.75   0.52870     19.75652        87.52782        93.69
-1.04   -0.75   0.53140     19.76701        89.72133        93.06
-1.04   -0.75   0.53410     19.77772        91.92040        92.43
-1.04   -0.75   0.53680     19.78866        94.12517        92.43
-1.04   -0.75   0.53950     19.79980        96.33565        91.80
-1.04   -0.75   0.54220     19.81117        98.55194        91.80
-1.04   -0.75   0.54490     19.82273        100.77410       90.85
-1.04   -0.75   0.54760     19.83451        103.00217       88.64
-1.04   -0.75   0.55030     19.84648        105.23622       88.33
-1.04   -0.75   0.55300     19.85865        107.47633       87.70
-1.04   -0.75   0.55570     19.87101        109.72253       87.38
-1.04   -0.75   0.55840     19.88355        111.97482       86.75
0.00    -0.75   0.31000     -0.00000        -79.43922       97.16
0.00    -0.75   0.31270     -0.00000        -77.42206       97.79
0.00    -0.75   0.31540     -0.00000        -75.40585       97.79
0.00    -0.75   0.31810     -0.00000        -73.39050       98.42
0.00    -0.75   0.32080     -0.00000        -71.37594       99.05
0.00    -0.75   0.32350     -0.00000        -69.36212       99.05
0.00    -0.75   0.32620     -0.00000        -67.34896       99.68
0.00    -0.75   0.32890     -0.00000        -65.33641       99.68
0.00    -0.75   0.33160     -0.00000        -63.32437       99.68
0.00    -0.75   0.33430     -0.00000        -61.31279       99.68
0.00    -0.75   0.33700     -0.00000        -59.30160       99.68
0.00    -0.75   0.33970     -0.00000        -57.29073       100.00
0.00    -0.75   0.34240     -0.00000        -55.28011       100.00
0.00    -0.75   0.34510     -0.00000        -53.26966       100.00
0.00    -0.75   0.34780     -0.00000        -51.25930       100.00
0.00    -0.75   0.35050     -0.00000        -49.24898       100.00
0.00    -0.75   0.35320     -0.00000        -47.23861       100.00
0.00    -0.75   0.35590     -0.00000        -45.22814       100.00
0.00    -0.75   0.35860     -0.00000        -43.21748       100.00
0.00    -0.75   0.36130     -0.00000        -41.20657       100.00
0.00    -0.75   0.36400     -0.00000        -39.19532       100.00
0.00    -0.75   0.36670     -0.00000        -37.18368       100.00
0.00    -0.75   0.36940     -0.00000        -35.17156       100.00
0.00    -0.75   0.37210     -0.00000        -33.15888       100.00
0.00    -0.75   0.37480     -0.00000        -31.14558       100.00
0.00    -0.75   0.37750     -0.00000        -29.13158       100.00
0.00    -0.75   0.38020     -0.00000        -27.11679       100.00
0.00    -0.75   0.38290     -0.00000        -25.10115       100.00
0.00    -0.75   0.38560     -0.00000        -23.08457       100.00
0.00    -0.75   0.38830     -0.00000        -21.06699       100.00
0.00    -0.75   0.39100     -0.00000        -19.04831       100.00
0.00    -0.75   0.39370     -0.00000        -17.02847       100.00
0.00    -0.75   0.39640     -0.00000        -15.00737       100.00
0.00    -0.75   0.39910     -0.00000        -12.98495       100.00
0.00    -0.75   0.40180     -0.00000        -10.96112       100.00
0.00    -0.75   0.40450     -0.00000        -8.93581        100.00
0.00    -0.75   0.40720     -0.00000        -6.90892        100.00
0.00    -0.75   0.40990     -0.00000        -4.88039        100.00
0.00    -0.75   0.41260     -0.00000        -2.85012        100.00
0.00    -0.75   0.41530     -0.00000        -0.81804        100.00
0.00    -0.75   0.41800     -0.00000        1.21594     100.00
0.00    -0.75   0.42070     -0.00000        3.25190     100.00
0.00    -0.75   0.42340     -0.00000        5.28993     100.00
0.00    -0.75   0.42610     -0.00000        7.33010     100.00
0.00    -0.75   0.42880     -0.00000        9.37250     100.00
0.00    -0.75   0.43150     -0.00000        11.41723        100.00
0.00    -0.75   0.43420     -0.00000        13.46435        100.00
0.00    -0.75   0.43690     -0.00000        15.51396        100.00
0.00    -0.75   0.43960     -0.00000        17.56614        100.00
0.00    -0.75   0.44230     -0.00000        19.62098        100.00
0.00    -0.75   0.44500     -0.00000        21.67857        100.00
0.00    -0.75   0.44770     -0.00000        23.73899        100.00
0.00    -0.75   0.45040     -0.00000        25.80233        100.00
0.00    -0.75   0.45310     -0.00000        27.86868        100.00
0.00    -0.75   0.45580     -0.00000        29.93812        100.00
0.00    -0.75   0.45850     -0.00000        32.01074        100.00
0.00    -0.75   0.46120     -0.00000        34.08664        100.00
0.00    -0.75   0.46390     -0.00000        36.16590        100.00
0.00    -0.75   0.46660     -0.00000        38.24860        100.00
0.00    -0.75   0.46930     -0.00000        40.33484        100.00
0.00    -0.75   0.47200     -0.00000        42.42471        100.00
0.00    -0.75   0.47470     -0.00000        44.51830        100.00
0.00    -0.75   0.47740     -0.00000        46.61568        100.00
0.00    -0.75   0.48010     -0.00000        48.71697        100.00
0.00    -0.75   0.48280     -0.00000        50.82224        100.00
0.00    -0.75   0.48550     -0.00000        52.93154        99.68
0.00    -0.75   0.48820     -0.00000        55.04499        99.68
0.00    -0.75   0.49090     -0.00000        57.16272        99.68
0.00    -0.75   0.49360     -0.00000        59.28473        99.68
0.00    -0.75   0.49630     -0.00000        61.41121        99.68
0.00    -0.75   0.49900     -0.00000        63.54219        99.05
0.00    -0.75   0.50170     -0.00000        65.67779        98.42
0.00    -0.75   0.50440     -0.00000        67.81809        98.42
0.00    -0.75   0.50710     -0.00000        69.96316        98.42
0.00    -0.75   0.50980     -0.00000        72.11313        97.79
0.00    -0.75   0.51250     -0.00000        74.26804        97.79
0.00    -0.75   0.51520     -0.00000        76.42800        96.53
0.00    -0.75   0.51790     -0.00000        78.59309        96.53
0.00    -0.75   0.52060     -0.00000        80.76340        94.95
0.00    -0.75   0.52330     -0.00000        82.93900        94.32
0.00    -0.75   0.52600     -0.00000        85.11999        94.32
0.00    -0.75   0.52870     -0.00000        87.30642        94.32
0.00    -0.75   0.53140     -0.00000        89.49841        93.69
0.00    -0.75   0.53410     -0.00000        91.69599        93.06
0.00    -0.75   0.53680     -0.00000        93.89924        93.06
0.00    -0.75   0.53950     -0.00000        96.10826        92.43
0.00    -0.75   0.54220     -0.00000        98.32307        92.43
0.00    -0.75   0.54490     -0.00000        100.54378       91.17
0.00    -0.75   0.54760     -0.00000        102.77042       89.59
0.00    -0.75   0.55030     -0.00000        105.00305       89.59
0.00    -0.75   0.55300     -0.00000        107.24173       88.96
0.00    -0.75   0.55570     -0.00000        109.48657       87.70
0.00    -0.75   0.55840     -0.00000        111.73753       87.07
1.04    -0.75   0.31000     -19.71872       -79.32557       96.21
1.04    -0.75   0.31270     -19.70951       -77.30752       97.16
1.04    -0.75   0.31540     -19.70054       -75.29039       97.16
1.04    -0.75   0.31810     -19.69180       -73.27410       97.48
1.04    -0.75   0.32080     -19.68331       -71.25860       97.79
1.04    -0.75   0.32350     -19.67505       -69.24380       98.11
1.04    -0.75   0.32620     -19.66702       -67.22965       98.11
1.04    -0.75   0.32890     -19.65923       -65.21608       98.42
1.04    -0.75   0.33160     -19.65168       -63.20302       98.74
1.04    -0.75   0.33430     -19.64437       -61.19040       99.05
1.04    -0.75   0.33700     -19.63729       -59.17817       99.05
1.04    -0.75   0.33970     -19.63045       -57.16622       99.37
1.04    -0.75   0.34240     -19.62385       -55.15452       99.68
1.04    -0.75   0.34510     -19.61748       -53.14298       100.00
1.04    -0.75   0.34780     -19.61136       -51.13153       100.00
1.04    -0.75   0.35050     -19.60547       -49.12011       100.00
1.04    -0.75   0.35320     -19.59982       -47.10863       100.00
1.04    -0.75   0.35590     -19.59440       -45.09702       100.00
1.04    -0.75   0.35860     -19.58922       -43.08522       100.00
1.04    -0.75   0.36130     -19.58428       -41.07315       100.00
1.04    -0.75   0.36400     -19.57957       -39.06073       100.00
1.04    -0.75   0.36670     -19.57510       -37.04790       100.00
1.04    -0.75   0.36940     -19.57087       -35.03459       100.00
1.04    -0.75   0.37210     -19.56688       -33.02070       100.00
1.04    -0.75   0.37480     -19.56314       -31.00618       100.00
1.04    -0.75   0.37750     -19.55963       -28.99095       100.00
1.04    -0.75   0.38020     -19.55636       -26.97492       100.00
1.04    -0.75   0.38290     -19.55334       -24.95803       100.00
1.04    -0.75   0.38560     -19.55055       -22.94020       100.00
1.04    -0.75   0.38830     -19.54801       -20.92134       100.00
1.04    -0.75   0.39100     -19.54571       -18.90139       100.00
1.04    -0.75   0.39370     -19.54366       -16.88025       100.00
1.04    -0.75   0.39640     -19.54185       -14.85786       100.00
1.04    -0.75   0.39910     -19.54028       -12.83413       100.00
1.04    -0.75   0.40180     -19.53896       -10.80899       100.00
1.04    -0.75   0.40450     -19.53789       -8.78235        100.00
1.04    -0.75   0.40720     -19.53706       -6.75413        100.00
1.04    -0.75   0.40990     -19.53647       -4.72425        100.00
1.04    -0.75   0.41260     -19.53614       -2.69264        100.00
1.04    -0.75   0.41530     -19.53604       -0.65919        100.00
1.04    -0.75   0.41800     -19.53620       1.37615     100.00
1.04    -0.75   0.42070     -19.53660       3.41349     100.00
1.04    -0.75   0.42340     -19.53725       5.45289     100.00
1.04    -0.75   0.42610     -19.53815       7.49446     100.00
1.04    -0.75   0.42880     -19.53930       9.53826     100.00
1.04    -0.75   0.43150     -19.54070       11.58438        100.00
1.04    -0.75   0.43420     -19.54234       13.63292        100.00
1.04    -0.75   0.43690     -19.54424       15.68395        100.00
1.04    -0.75   0.43960     -19.54638       17.73756        100.00
1.04    -0.75   0.44230     -19.54877       19.79384        100.00
1.04    -0.75   0.44500     -19.55142       21.85287        100.00
1.04    -0.75   0.44770     -19.55431       23.91474        100.00
1.04    -0.75   0.45040     -19.55746       25.97954        100.00
1.04    -0.75   0.45310     -19.56085       28.04735        100.00
1.04    -0.75   0.45580     -19.56449       30.11826        100.00
1.04    -0.75   0.45850     -19.56839       32.19236        100.00
1.04    -0.75   0.46120     -19.57253       34.26974        100.00
1.04    -0.75   0.46390     -19.57693       36.35048        100.00
1.04    -0.75   0.46660     -19.58158       38.43468        100.00
1.04    -0.75   0.46930     -19.58647       40.52242        100.00
1.04    -0.75   0.47200     -19.59162       42.61380        100.00
1.04    -0.75   0.47470     -19.59702       44.70889        100.00
1.04    -0.75   0.47740     -19.60267       46.80779        100.00
1.04    -0.75   0.48010     -19.60854       48.91055        100.00
1.04    -0.75   0.48280     -19.61467       51.01731        99.68
1.04    -0.75   0.48550     -19.62106       53.12816        99.05
1.04    -0.75   0.48820     -19.62767       55.24312        99.05
1.04    -0.75   0.49090     -19.63455       57.36237        98.74
1.04    -0.75   0.49360     -19.64167       59.48595        98.42
1.04    -0.75   0.49630     -19.64905       61.61397        98.42
1.04    -0.75   0.49900     -19.65667       63.74652        98.42
1.04    -0.75   0.50170     -19.66453       65.88367        98.11
1.04    -0.75   0.50440     -19.67265       68.02553        97.79
1.04    -0.75   0.50710     -19.68100       70.17216        97.48
1.04    -0.75   0.50980     -19.68961       72.32368        97.16
1.04    -0.75   0.51250     -19.69845       74.48015        97.16
1.04    -0.75   0.51520     -19.70753       76.64167        96.53
1.04    -0.75   0.51790     -19.71686       78.80832        95.90
1.04    -0.75   0.52060     -19.72642       80.98018        94.32
1.04    -0.75   0.52330     -19.73622       83.15733        94.01
1.04    -0.75   0.52600     -19.74626       85.33986        93.69
1.04    -0.75   0.52870     -19.75652       87.52782        93.69
1.04    -0.75   0.53140     -19.76701       89.72133        93.06
1.04    -0.75   0.53410     -19.77772       91.92040        92.43
1.04    -0.75   0.53680     -19.78866       94.12517        92.43
1.04    -0.75   0.53950     -19.79980       96.33565        91.80
1.04    -0.75   0.54220     -19.81117       98.55194        91.80
1.04    -0.75   0.54490     -19.82273       100.77410       90.85
1.04    -0.75   0.54760     -19.83451       103.00217       88.64
1.04    -0.75   0.55030     -19.84648       105.23622       88.33
1.04    -0.75   0.55300     -19.85865       107.47633       87.70
1.04    -0.75   0.55570     -19.87101       109.72253       87.38
1.04    -0.75   0.55840     -19.88355       111.97482       86.75
2.08    -0.75   0.31000     -39.44719       -78.98701       93.69
2.08    -0.75   0.31270     -39.42909       -76.96633       94.64
2.08    -0.75   0.31540     -39.41146       -74.94652       95.27
2.08    -0.75   0.31810     -39.39428       -72.92746       95.27
2.08    -0.75   0.32080     -39.37757       -70.90915       95.27
2.08    -0.75   0.32350     -39.36131       -68.89146       95.90
2.08    -0.75   0.32620     -39.34554       -66.87440       95.90
2.08    -0.75   0.32890     -39.33020       -64.85783       96.21
2.08    -0.75   0.33160     -39.31534       -62.84176       96.53
2.08    -0.75   0.33430     -39.30094       -60.82606       96.85
2.08    -0.75   0.33700     -39.28701       -58.81069       97.16
2.08    -0.75   0.33970     -39.27355       -56.79559       97.48
2.08    -0.75   0.34240     -39.26054       -54.78066       97.79
2.08    -0.75   0.34510     -39.24802       -52.76588       97.79
2.08    -0.75   0.34780     -39.23596       -50.75114       98.42
2.08    -0.75   0.35050     -39.22436       -48.73638       98.42
2.08    -0.75   0.35320     -39.21324       -46.72154       98.42
2.08    -0.75   0.35590     -39.20259       -44.70654       98.42
2.08    -0.75   0.35860     -39.19240       -42.69130       98.74
2.08    -0.75   0.36130     -39.18270       -40.67577       99.05
2.08    -0.75   0.36400     -39.17346       -38.65986       99.05
2.08    -0.75   0.36670     -39.16470       -36.64349       99.05
2.08    -0.75   0.36940     -39.15642       -34.62662       99.37
2.08    -0.75   0.37210     -39.14861       -32.60915       99.68
2.08    -0.75   0.37480     -39.14128       -30.59100       99.68
2.08    -0.75   0.37750     -39.13442       -28.57211       100.00
2.08    -0.75   0.38020     -39.12805       -26.55240       100.00
2.08    -0.75   0.38290     -39.12215       -24.53180       100.00
2.08    -0.75   0.38560     -39.11674       -22.51022       100.00
2.08    -0.75   0.38830     -39.11180       -20.48758       100.00
2.08    -0.75   0.39100     -39.10734       -18.46382       100.00
2.08    -0.75   0.39370     -39.10337       -16.43885       100.00
2.08    -0.75   0.39640     -39.09987       -14.41260       100.00
2.08    -0.75   0.39910     -39.09686       -12.38498       100.00
2.08    -0.75   0.40180     -39.09434       -10.35591       100.00
2.08    -0.75   0.40450     -39.09230       -8.32533        100.00
2.08    -0.75   0.40720     -39.09075       -6.29314        100.00
2.08    -0.75   0.40990     -39.08969       -4.25926        100.00
2.08    -0.75   0.41260     -39.08912       -2.22362        100.00
2.08    -0.75   0.41530     -39.08903       -0.18613        100.00
2.08    -0.75   0.41800     -39.08944       1.85329     100.00
2.08    -0.75   0.42070     -39.09034       3.89472     100.00
2.08    -0.75   0.42340     -39.09173       5.93824     100.00
2.08    -0.75   0.42610     -39.09361       7.98395     100.00
2.08    -0.75   0.42880     -39.09599       10.03192        100.00
2.08    -0.75   0.43150     -39.09886       12.08223        100.00
2.08    -0.75   0.43420     -39.10223       14.13498        100.00
2.08    -0.75   0.43690     -39.10609       16.19025        100.00
2.08    -0.75   0.43960     -39.11044       18.24811        100.00
2.08    -0.75   0.44230     -39.11529       20.30867        100.00
2.08    -0.75   0.44500     -39.12064       22.37199        100.00
2.08    -0.75   0.44770     -39.12648       24.43818        100.00
2.08    -0.75   0.45040     -39.13282       26.50731        100.00
2.08    -0.75   0.45310     -39.13966       28.57948        100.00
2.08    -0.75   0.45580     -39.14696       30.65475        99.68
2.08    -0.75   0.45850     -39.15478       32.73323        99.37
2.08    -0.75   0.46120     -39.16309       34.81501        99.05
2.08    -0.75   0.46390     -39.17190       36.90016        99.05
2.08    -0.75   0.46660     -39.18118       38.98877        99.05
2.08    -0.75   0.46930     -39.19098       41.08095        98.74
2.08    -0.75   0.47200     -39.20128       43.17678        98.42
2.08    -0.75   0.47470     -39.21205       45.27633        98.42
2.08    -0.75   0.47740     -39.22334       47.37971        98.42
2.08    -0.75   0.48010     -39.23512       49.48700        98.42
2.08    -0.75   0.48280     -39.24738       51.59828        98.11
2.08    -0.75   0.48550     -39.26015       53.71366        97.79
2.08    -0.75   0.48820     -39.27342       55.83322        97.48
2.08    -0.75   0.49090     -39.28716       57.95703        97.16
2.08    -0.75   0.49360     -39.30140       60.08520        97.16
2.08    -0.75   0.49630     -39.31613       62.21781        96.53
2.08    -0.75   0.49900     -39.33135       64.35495        96.53
2.08    -0.75   0.50170     -39.34705       66.49671        95.90
2.08    -0.75   0.50440     -39.36324       68.64316        95.27
2.08    -0.75   0.50710     -39.37990       70.79439        95.27
2.08    -0.75   0.50980     -39.39705       72.95051        94.95
2.08    -0.75   0.51250     -39.41466       75.11156        94.95
2.08    -0.75   0.51520     -39.43276       77.27767        94.01
2.08    -0.75   0.51790     -39.45131       79.44887        93.69
2.08    -0.75   0.52060     -39.47033       81.62528        92.43
2.08    -0.75   0.52330     -39.48980       83.80695        91.80
2.08    -0.75   0.52600     -39.50973       85.99398        91.80
2.08    -0.75   0.52870     -39.53009       88.18641        91.48
2.08    -0.75   0.53140     -39.55090       90.38434        90.85
2.08    -0.75   0.53410     -39.57214       92.58783        90.54
2.08    -0.75   0.53680     -39.59379       94.79693        90.22
2.08    -0.75   0.53950     -39.61586       97.01175        89.91
2.08    -0.75   0.54220     -39.63834       99.23230        88.96
2.08    -0.75   0.54490     -39.66121       101.45869       88.01
2.08    -0.75   0.54760     -39.68447       103.69094       86.44
2.08    -0.75   0.55030     -39.70809       105.92909       85.80
2.08    -0.75   0.55300     -39.73208       108.17319       85.17
2.08    -0.75   0.55570     -39.75642       110.42324       84.86
2.08    -0.75   0.55840     -39.78105       112.67932       83.91
3.11    -0.75   0.31000     -59.16097       -78.42797       89.59
3.11    -0.75   0.31270     -59.13474       -76.40309       90.54
3.11    -0.75   0.31540     -59.10919       -74.37897       91.17
3.11    -0.75   0.31810     -59.08428       -72.35551       91.80
3.11    -0.75   0.32080     -59.06003       -70.33266       92.11
3.11    -0.75   0.32350     -59.03645       -68.31039       92.11
3.11    -0.75   0.32620     -59.01351       -66.28857       92.43
3.11    -0.75   0.32890     -58.99126       -64.26724       92.74
3.11    -0.75   0.33160     -58.96967       -62.24625       93.06
3.11    -0.75   0.33430     -58.94874       -60.22557       93.38
3.11    -0.75   0.33700     -58.92849       -58.20516       93.69
3.11    -0.75   0.33970     -58.90891       -56.18490       94.01
3.11    -0.75   0.34240     -58.89000       -54.16476       94.32
3.11    -0.75   0.34510     -58.87180       -52.14470       94.95
3.11    -0.75   0.34780     -58.85425       -50.12458       94.95
3.11    -0.75   0.35050     -58.83740       -48.10441       95.27
3.11    -0.75   0.35320     -58.82123       -46.08408       95.27
3.11    -0.75   0.35590     -58.80575       -44.06351       95.58
3.11    -0.75   0.35860     -58.79097       -42.04268       95.58
3.11    -0.75   0.36130     -58.77687       -40.02147       96.21
3.11    -0.75   0.36400     -58.76347       -37.99983       96.21
3.11    -0.75   0.36670     -58.75077       -35.97768       96.21
3.11    -0.75   0.36940     -58.73877       -33.95496       96.21
3.11    -0.75   0.37210     -58.72746       -31.93160       96.53
3.11    -0.75   0.37480     -58.71686       -29.90750       96.85
3.11    -0.75   0.37750     -58.70696       -27.88260       97.48
3.11    -0.75   0.38020     -58.69776       -25.85683       97.48
3.11    -0.75   0.38290     -58.68927       -23.83012       97.79
3.11    -0.75   0.38560     -58.68149       -21.80239       97.79
3.11    -0.75   0.38830     -58.67442       -19.77356       97.79
3.11    -0.75   0.39100     -58.66806       -17.74355       97.79
3.11    -0.75   0.39370     -58.66242       -15.71228       97.79
3.11    -0.75   0.39640     -58.65750       -13.67968       97.48
3.11    -0.75   0.39910     -58.65328       -11.64568       97.79
3.11    -0.75   0.40180     -58.64979       -9.61019        97.79
3.11    -0.75   0.40450     -58.64700       -7.57314        97.79
3.11    -0.75   0.40720     -58.64494       -5.53443        98.11
3.11    -0.75   0.40990     -58.64360       -3.49401        97.79
3.11    -0.75   0.41260     -58.64298       -1.45177        98.11
3.11    -0.75   0.41530     -58.64309       0.59236     98.11
3.11    -0.75   0.41800     -58.64393       2.63845     98.42
3.11    -0.75   0.42070     -58.64548       4.68660     98.42
3.11    -0.75   0.42340     -58.64776       6.73687     98.42
3.11    -0.75   0.42610     -58.65078       8.78937     98.11
3.11    -0.75   0.42880     -58.65451       10.84416        97.79
3.11    -0.75   0.43150     -58.65898       12.90134        97.79
3.11    -0.75   0.43420     -58.66418       14.96098        97.79
3.11    -0.75   0.43690     -58.67011       17.02318        97.79
3.11    -0.75   0.43960     -58.67678       19.08801        97.79
3.11    -0.75   0.44230     -58.68416       21.15555        97.79
3.11    -0.75   0.44500     -58.69227       23.22590        97.48
3.11    -0.75   0.44770     -58.70112       25.29914        97.48
3.11    -0.75   0.45040     -58.71070       27.37536        97.48
3.11    -0.75   0.45310     -58.72103       29.45463        97.48
3.11    -0.75   0.45580     -58.73209       31.53706        97.16
3.11    -0.75   0.45850     -58.74388       33.62273        96.85
3.11    -0.75   0.46120     -58.75639       35.71170        97.16
3.11    -0.75   0.46390     -58.76963       37.80409        96.85
3.11    -0.75   0.46660     -58.78362       39.89997        96.53
3.11    -0.75   0.46930     -58.79835       41.99944        96.21
3.11    -0.75   0.47200     -58.81378       44.10257        96.21
3.11    -0.75   0.47470     -58.82995       46.20945        95.90
3.11    -0.75   0.47740     -58.84686       48.32018        95.27
3.11    -0.75   0.48010     -58.86449       50.43484        95.27
3.11    -0.75   0.48280     -58.88283       52.55350        95.27
3.11    -0.75   0.48550     -58.90192       54.67627        94.95
3.11    -0.75   0.48820     -58.92171       56.80323        94.64
3.11    -0.75   0.49090     -58.94222       58.93446        94.01
3.11    -0.75   0.49360     -58.96346       61.07005        94.01
3.11    -0.75   0.49630     -58.98540       63.21008        93.38
3.11    -0.75   0.49900     -59.00805       65.35463        93.38
3.11    -0.75   0.50170     -59.03140       67.50379        92.74
3.11    -0.75   0.50440     -59.05545       69.65764        92.74
3.11    -0.75   0.50710     -59.08020       71.81625        92.11
